SED_ID,stellar_mass,SFR,RA,DEC,X,Y,NAME,FIELD,Rs,GmR,UmG,Udet,zlya,zabs,zneb,type,comments,FULL_ID,z_best,GmRs,Comments,Umg,UmGa,G-R,Un-G,udet,zem,notes,NBmag,NBcol
Q1009-BX169,4450669100.0,8.0,152.97428,29.71393,1094.92,977.01,BX169,Q1009,24.15,,,yes,2.1183,2.11,2.1164,GAL,,Q1009-BX169,2.1164,0.39,"nz;  N3, extracted as NB3141; zneb msfr2H 6/13",,0.91,,,,,,,
Q1009-BX17,1752422900.0,8.0,152.91642,29.66852,320.44,119.63,BX17,Q1009,24.29,,,yes,-2.0,1.803,-1.0,GAL,,Q1009-BX17,1.803,0.24,nz;  N2; was mis-identified as star previously,,0.8,,,,,,,
Q1009-BX171,1046178600.0,20.0,152.97526,29.69348,746.97,992.19,BX171,Q1009,23.71,,,yes,-2.0,-2.0,2.2062,GAL,,Q1009-BX171,2.2062,0.29,zneb mos 5/13; nz; removed z 8/17/11 due to ambiguity; probbly z=1.695; m6+m8,,0.85,,,,,,,
Q1009-BX172,3104128800.0,6.0,152.9753,29.67227,386.06,993.45,BX172,Q1009,24.07,,,yes,2.1028,2.097,2.0987,GAL,,Q1009-BX172,2.0987,-0.02,"sgb_H;K new zneb; nz; N2; v. nice spec, has MgII+FeII@z=0.861",,0.26,,,,,,,
Q1009-BX173,16665811000.0,8.0,152.9762,29.69796,823.24,1006.0,BX173,Q1009,25.5,,,yes,2.6536,-2.0,-2.0,GAL,,Q1009-BX173,2.6536,0.27,"m1_H,K; [RK=4.00]; =nb2418/NB4791",,1.02,,,,,,,
Q1009-BX177,936414590.0,4.0,152.97836,29.69063,698.58,1038.28,BX177,Q1009,24.6,,,yes,2.0987,2.0931,2.0952,GAL,,Q1009-BX177,2.0952,0.12,nz;  m5; zneb mos 5/13,,0.48,,,,,,,
Q1009-BX182,4785946600.0,3.0,152.98236,29.68407,587.1,1097.86,BX182,Q1009,25.49,,,yes,-1.0,-1.0,2.3066,GAL,,Q1009-BX182,2.3066,0.53,"sg2_2024A K,H,J; zneb msfr, hp1_J,K",,0.81,,,,,,,
Q1009-BX183,7247797800.0,7.0,152.98187,29.70966,1022.53,1089.75,BX183,Q1009,24.11,,,yes,-2.0,1.605,1.6042,GAL,,Q1009-BX183,1.6042,0.12,zneb msfr2H 6/13,,0.52,,,,,,,
Q1009-BX185,431968160.0,3.0,152.98306,29.70365,920.3,1107.61,BX185,Q1009,25.33,,,yes,-1.0,-1.0,2.1163,GAL,,Q1009-BX185,2.1163,0.01,sgb_H;K also close1; zneb msfr 5/2014,,0.78,,,,,,,
Q1009-BX188,21643348000.0,10.0,152.9835,29.72373,1262.0,1113.48,BX188,Q1009,23.61,,,yes,2.197,2.19,2.1973,GAL,,Q1009-BX188,2.1973,0.1,nz;  m8; v. strong em and abs; zneb mos 5/13,,0.65,,,,,,,
Q1009-BX192,7312645100.0,4.0,152.9847,29.69905,842.08,1132.09,BX192,Q1009,24.79,,,yes,-2.0,1.634,-1.0,GAL,,Q1009-BX192,1.634,0.23,,,0.74,,,,,,,
Q1009-BX193,1085784700.0,21.0,152.98616,29.68999,687.97,1154.05,BX193,Q1009,25.21,,,yes,-1.0,-1.0,-2.0,---,,Q1009-BX193,,0.15,"sg2_2024A K,H,J; not 100% ironclad, zneb removed 4/26/24; m1_H,K; mosfire 5/2014; zneb from m1tot, H and K",,0.96,,,,,,,
Q1009-BX195,3004491300.0,5.0,152.98676,29.72989,1366.94,1161.63,BX195,Q1009,23.23,,,yes,-2.0,1.181,-1.0,GAL,,Q1009-BX195,1.181,-0.04,,,0.22,,,,,,,
Q1009-BX197,1481206000.0,7.0,152.98778,29.70828,999.25,1177.48,BX197,Q1009,23.85,,,yes,-2.0,1.786,-1.0,GAL,,Q1009-BX197,1.786,0.05,,,0.66,,,,,,,
Q1009-BX199,81585979000.0,40.0,152.98804,29.7308,1382.47,1180.59,BX199,Q1009,23.94,,,yes,2.6496,-2.0,2.6508,AGN,,Q1009-BX199,2.6508,0.26,"sgb_HK has broad-ish Hbeta; [RK=4.52]; observed as NB4280 on N4, N6; has OVI, NV emission",,1.21,,,,,,,
Q1009-BX201,8588659200.0,171.0,152.98323,29.66936,336.82,1111.25,BX201,Q1009,24.49,,,yes,-2.0,2.659,-1.0,GAL,,Q1009-BX201,2.659,0.59,"nz;  N4[ap1]=[*,2]; [ap2]=[*,1] is Egal z=0.047",,1.37,,,,,,,
Q1009-BX203,396035230.0,2.0,152.98965,29.69308,740.68,1205.74,BX203,Q1009,25.25,,,yes,2.0022,-2.0,1.9986,GAL,,Q1009-BX203,1.9986,0.3,zneb msfr 4/2014; additional galaxy with z(O3)=3.4174 in msfr K band spec; nz; m9; has another em line at 5373 A,,0.67,,,,,,,
Q1009-BX206,5089259500.0,12.0,152.99019,29.66451,254.55,1214.72,BX206,Q1009,24.43,,,yes,-2.0,2.2553,-1.0,GAL,,Q1009-BX206,2.2553,0.57,nz;  m9,,1.04,,,,,,,
Q1009-BX207,12245630000.0,19.0,152.9901,29.66376,241.78,1213.41,BX207,Q1009,23.1,,,yes,-2.0,1.7043,-1.0,GAL,,Q1009-BX207,1.7043,0.2,nz;  m10; nice spectrum,,0.6,,,,,,,
Q1009-BX208,4542266900.0,18.0,152.99088,29.66718,300.0,1224.87,BX208,Q1009,23.71,,,yes,-2.0,1.908,1.537,GAL,,Q1009-BX208,1.537,0.38,"sg2_2024A K,H,J; Ha in H; LRIS z wrong at =1.908?  ; nz;  m1",,0.74,,,,,,,
Q1009-BX209,53780947000.0,13.0,152.99106,29.69237,728.65,1226.69,BX209,Q1009,25.06,,,yes,-1.0,-1.0,1.5655,GAL,,Q1009-BX209,1.5655,0.29,"[RK=5.67];zneb only, mos 5/13",,0.9,,,,,,,
Q1009-BX213,5367999000.0,13.0,152.99448,29.73172,1398.36,1276.09,BX213,Q1009,24.18,,,yes,2.26,2.253,-1.0,GAL,,Q1009-BX213,2.253,0.16,nz;  m11,,0.83,,,,,,,
Q1009-BX215,17229396000.0,17.0,152.99462,29.69886,839.21,1279.29,BX215,Q1009,24.13,,,yes,2.509,2.504,2.5059,GAL,,Q1009-BX215,2.5059,0.54,nz;  zneb mos 5/13; on kcwi cube q1009-BX222; has int. CIV at z=2.354,,1.26,,,,,,,
Q1009-BX218,15646050000.0,6.0,152.99566,29.70209,894.21,1294.61,BX218,Q1009,24.45,,,yes,2.1129,2.1078,2.1091,GAL,,Q1009-BX218,2.1091,0.25,kcwi cube q1009-BX222; zneb msfr 5/2014; nz; m5+m8i;msfr2H,,0.84,,,,,,,
Q1009-BX222,826045120.0,10.0,152.9962,29.70014,861.05,1302.69,BX222,Q1009,24.92,,,yes,2.209,2.204,2.2031,GAL,,Q1009-BX222,2.2031,0.1,"kcwi cube q1009-BX222; nz;  m7, zneb nspec",,0.57,,,,,,,
Q1009-BX222-CS3,0.0,0.0,152.998322,29.702738,905.07,1333.89,CS3,Q1009,23.8,,,yes,-2.0,0.948,-1.0,GAL,,Q1009-BX222-CS3,0.948,0.41,"MgII, FeII prob correct",,0.09,,,,,,,
Q1009-BX222-CS7,695017220.0,0.0,152.99483593,29.701314755,9999.0,9999.0,CS7,Q1009,99.0,,,no,1.9438,-2.0,-1.0,GAL,,Q1009-BX222-CS7,1.9438,99.0,"on q1009-BX222 kcwi cube;prob correct, but single line ID",,99.0,,,,,,,
Q1009-BX222-CS9,2885694700.0,9.0,152.996414,29.700727,869.09,1306.51,CS9,Q1009,25.31,,,yes,2.6561,2.6517,-1.0,GAL,,Q1009-BX222-CS9,2.6517,0.65,NEW ID,,1.52,,,,,,,
Q1009-BX223,2983782700.0,11.0,152.99712,29.65164,35.8,1318.03,BX223,Q1009,24.2,,,yes,2.2039,2.1981,-1.0,GAL,,Q1009-BX223,2.1981,0.14,nz;  N3 on slit w/NB4098,,0.65,,,,,,,
Q1009-BX225,20583614000.0,16.0,152.9979,29.72143,1223.39,1327.17,BX225,Q1009,23.38,,,yes,-2.0,1.535,-1.0,GAL,,Q1009-BX225,1.535,0.29,nz;  m8[ap1],,0.6,,,,,,,
Q1009-BX227,7250705900.0,11.0,152.99895,29.6969,806.02,1343.61,BX227,Q1009,24.77,,,yes,-2.0,-2.0,2.4558,GAL,,Q1009-BX227,2.4558,0.4,zneb msfr close1K; 5/2014,,0.83,,,,,,,
Q1009-BX228,10004218000.0,15.0,153.00116,29.7167,1143.03,1375.7,BX228,Q1009,24.43,,,yes,-2.0,2.1441,2.145,GAL,,Q1009-BX228,2.145,0.36,"nz;  m7; emission is weak; zneb msfr2H 6/13--lris z had typo, fixed 7/1/13",,0.68,,,,,,,
Q1009-BX23,11795081000.0,11.0,152.91732,29.69131,708.26,132.46,BX23,Q1009,23.71,,,yes,-2.0,1.819,-1.0,GAL,,Q1009-BX23,1.819,0.14,L1;  m6+m8+L1,,0.25,,,,,,,
Q1009-BX239,3728329500.0,4.0,153.00424,29.69895,841.11,1422.03,BX239,Q1009,24.68,,,yes,-1.0,-1.0,2.3256,GAL,,Q1009-BX239,2.3256,0.14,"serndip on m2 mask, on MD82 slit",,0.71,,,,,,,
Q1009-BX241,5866907100.0,117.0,153.00546,29.71565,1125.32,1439.54,BX241,Q1009,22.84,,,yes,-2.0,2.639,-2.0,GAL,,Q1009-BX241,2.639,1.08,nz;  z not precise; msfr2H,,0.31,,,,,,,
Q1009-BX242,6477758000.0,129.0,153.00532,29.69306,740.92,1438.27,BX242,Q1009,23.88,,,yes,2.9633,2.953,2.9564,GAL,,Q1009-BX242,2.9564,0.49,m1_K;,,1.02,,,,,,,
Q1009-BX245,1750071000.0,5.0,153.00764,29.66461,256.9,1473.73,BX245,Q1009,25.36,,,yes,-2.0,2.576,2.5763,GAL,,Q1009-BX245,2.5763,0.22,"sg2_2024A K,H,J; Hb in H, [OII] just barely on J; most signal is on q1009msfr1; nz;  on N1 on NB3786 slit, [ap1]",,1.15,,,,,,,
Q1009-BX248,1439247600.0,7.0,153.00872,29.71099,1046.15,1488.07,BX248,Q1009,24.44,,,yes,-2.0,1.7363,1.7358,GAL,,Q1009-BX248,1.7358,-0.09,sgb_H;K Halpha only partly on spectrum; nz; m10+m11,,0.24,,,,,,,
Q1009-BX249,2411320600.0,48.0,153.01059,29.65443,83.79,1517.89,BX249,Q1009,23.33,,,yes,-2.0,2.26,-1.0,GAL,,Q1009-BX249,2.26,0.39,?,,1.13,,,,,,,
Q1009-BX250,17679981000.0,17.0,153.01181,29.70363,921.03,1534.19,BX250,Q1009,24.37,,,yes,-2.0,-2.0,2.4229,GAL,,Q1009-BX250,2.4229,0.36,"m1,m10,N5; zneb msfr2H 6/13",,0.83,,,,,,,
Q1009-BX255,8768789500.0,17.0,153.01447,29.7222,1237.13,1572.96,BX255,Q1009,23.55,,,yes,2.6522,-2.0,-1.0,GAL,,Q1009-BX255,2.6522,0.29,,,0.64,,,,,,,
Q1009-BX26,2964283100.0,4.0,152.91963,29.66396,242.93,167.38,BX26,Q1009,24.78,,,yes,-2.0,2.468,-1.0,GAL,,Q1009-BX26,2.468,-0.17,not  100% secure,,0.13,,,,,,,
Q1009-BX261,11800791000.0,11.0,153.01849,29.724,1267.92,1632.53,BX261,Q1009,23.77,,,yes,-2.0,1.736,-1.0,GAL,,Q1009-BX261,1.736,0.1,"nz;  m1; has xtra abs, poss 1.617 CIV",,0.59,,,,,,,
Q1009-BX269,8102322700.0,12.0,153.02599,29.68662,632.16,1745.25,BX269,Q1009,23.99,,,yes,2.2035,2.1961,2.1997,GAL,,Q1009-BX269,2.1997,0.17,"zneb, mos 5/13; nz; m5",,0.57,,,,,,,
Q1009-BX279,730852860.0,14.0,153.02959,29.70765,990.16,1797.84,BX279,Q1009,24.55,,,yes,2.512,2.507,-1.0,GAL,,Q1009-BX279,2.507,0.16,nz;  m6,,1.14,,,,,,,
Q1009-BX28,1323585400.0,1.0,152.92156,29.65622,111.28,196.21,BX28,Q1009,25.23,,,yes,-2.0,1.886,-1.0,GAL,,Q1009-BX28,1.886,-0.14,nz;  N1,,0.45,,,,,,,
Q1009-BX281,3337680600.0,26.0,153.03066,29.67579,448.07,1814.98,BX281,Q1009,24.33,,,yes,-2.0,2.49,-1.0,GAL,,Q1009-BX281,2.49,0.4,nz;  m5; z is not precise,,0.7,,,,,,,
Q1009-BX286,1971894100.0,6.0,153.03134,29.72577,1298.56,1823.08,BX286,Q1009,23.94,,,yes,-2.0,1.892,-1.0,GAL,,Q1009-BX286,1.892,-0.17,mult masks; z from m1+m8sum,,0.2,,,,,,,
Q1009-BX289,1567044500.0,7.0,153.0321,29.71159,1057.3,1834.92,BX289,Q1009,25.03,,,yes,2.654,2.648,-1.0,GAL,,Q1009-BX289,2.648,0.57,nz;  N1,,1.54,,,,,,,
Q1009-BX291,11209644000.0,14.0,153.03331,29.68383,584.99,1853.99,BX291,Q1009,23.69,,,yes,-2.0,1.865,-1.0,GAL,,Q1009-BX291,1.865,0.2,nz;  m1,,0.86,,,,,,,
Q1009-BX294,21500375000.0,6.0,153.03449,29.70705,980.15,1870.57,BX294,Q1009,24.49,,,yes,-2.0,1.876,-2.0,GAL,,Q1009-BX294,1.876,0.19,[RK=4.81]; nz; m10; v. noisy; msfr2H,,0.49,,,,,,,
Q1009-BX296,4644382200.0,58.0,153.03824,29.72137,1223.98,1925.62,BX296,Q1009,23.74,,,yes,2.656,2.65,-1.0,GAL,,Q1009-BX296,2.65,0.36,m1,,1.16,,,,,,,
Q1009-BX3,13861582000.0,174.0,152.90913,29.71441,1101.12,10.42,BX3,Q1009,23.85,,,yes,1.9485,1.9432,-1.0,GAL,,Q1009-BX3,1.9432,0.15,nz;  m6+N3[ap1]; N3[ap2] has Lya em z=2.340,,0.38,,,,,,,
Q1009-BX302,2824164900.0,7.0,153.04257,29.69604,793.15,1990.91,BX302,Q1009,24.31,,,yes,-2.0,1.649,1.6528,GAL,,Q1009-BX302,1.6528,0.01,zneb msfr 5/2014; z from m7+m11,,0.42,,,,,,,
Q1009-BX41,2475405100.0,2.0,152.92615,29.72413,1266.98,262.7,BX41,Q1009,24.12,,,yes,-2.0,-2.0,1.3063,GAL,,Q1009-BX41,1.3063,-0.1,"zneb, mos 5/13;m1/ap1; ap2 z=3.043 floater if Lya",,0.19,,,,,,,
Q1009-BX46,1433526800.0,22.0,152.92664,29.70106,874.43,270.53,BX46,Q1009,23.95,,,yes,-2.0,2.273,2.2707,GAL,,Q1009-BX46,2.2707,0.24,"zneb msfr, hp1_K; nz; m5+m10+N3; N3 on slit with NB612, [ap1]; corrected 4/15/2011",,0.75,,,,,,,
Q1009-BX5,994354620.0,19.0,152.91107,29.72334,1253.12,39.01,BX5,Q1009,24.55,,,yes,2.261,2.259,-1.0,GAL,,Q1009-BX5,2.259,0.18,,,0.73,,,,,,,
Q1009-BX57,1716392600.0,2.0,152.93093,29.71292,1076.36,333.89,BX57,Q1009,24.28,,,yes,-2.0,2.1,-1.0,GAL,,Q1009-BX57,2.1,0.18,?m6+m8,,0.44,,,,,,,
Q1009-BX59,7528556500.0,15.0,152.93178,29.6603,181.0,347.82,BX59,Q1009,23.7,,,yes,2.323,2.318,-1.0,GAL,,Q1009-BX59,2.318,0.14,z    from m8,,0.68,,,,,,,
Q1009-BX61,1516645100.0,7.0,152.93249,29.68644,625.82,357.7,BX61,Q1009,24.77,,,yes,-2.0,-2.0,2.1157,GAL,,Q1009-BX61,2.1157,0.18,zneb msfr apr+may14,,1.06,,,,,,,
Q1009-BX67,4015374600.0,5.0,152.9347,29.70061,867.0,390.13,BX67,Q1009,24.65,,,yes,-2.0,-2.0,2.5318,GAL,,Q1009-BX67,2.5318,-0.04,"zneb msfr, hp1_K; ap1; ap2 is serendip @3.168",,0.24,,,,,,,
Q1009-BX68,7963292200.0,7.0,152.93545,29.68264,561.24,401.72,BX68,Q1009,23.85,,,yes,2.575,2.567,2.5694,GAL,,Q1009-BX68,2.5694,0.06,same object as MD9; zneb msfr apr+may14;nz; m8,,1.01,,,,,,,
Q1009-BX77,12217817000.0,19.0,152.93925,29.66593,277.02,458.56,BX77,Q1009,23.98,,,yes,2.4372,2.432,-1.0,GAL,,Q1009-BX77,2.432,0.14,nz;  m5+m7,,0.81,,,,,,,
Q1009-BX78,6397785100.0,5.0,152.9397,29.65277,53.1,465.58,BX78,Q1009,25.12,,,yes,2.569,2.564,-1.0,GAL,,Q1009-BX78,2.564,0.55,nz;  N1,,1.3,,,,,,,
Q1009-BX80,7765561300.0,12.0,152.9402,29.7297,1362.17,470.98,BX80,Q1009,23.61,,,yes,-1.0,-1.0,1.7271,GAL,,Q1009-BX80,1.7271,0.12,"sg2_2024A K,H,J; Ha in H, but N2 red line is off; zneb only, mos 5/13",,0.5,,,,,,,
Q1009-BX85,1309234400.0,13.0,152.94234,29.68319,570.81,503.96,BX85,Q1009,23.95,,,yes,-2.0,-2.0,2.0051,GAL,,Q1009-BX85,2.0051,0.1,zneb msfr hp1_K; also on msfr2H,,0.42,,,,,,,
Q1009-BX86,542997500.0,10.0,152.94286,29.72112,1216.25,510.67,BX86,Q1009,24.52,,,yes,2.1125,2.1043,-1.0,GAL,,Q1009-BX86,2.1043,0.01,nz;  m9,,0.39,,,,,,,
Q1009-BX87,42869060000.0,13.0,152.94273,29.67591,446.94,509.94,BX87,Q1009,23.13,,,yes,-2.0,1.755,-1.0,GAL,,Q1009-BX87,1.755,0.18,nz;  m7; corrected z 2/1/2011; has CIV emission,,0.39,,,,,,,
Q1009-BX92,18554630000.0,7.0,152.94743,29.68271,562.8,579.51,BX92,Q1009,24.39,,,yes,-2.0,1.956,-1.0,GAL,,Q1009-BX92,1.956,0.16,nz;  m7; smooth heavily to see z,,0.49,,,,,,,
Q1009-BX93,1819943700.0,5.0,152.94737,29.70664,969.99,577.97,BX93,Q1009,24.37,,,yes,-1.0,-1.0,2.045,GAL,,Q1009-BX93,2.045,0.05,"zneb only, mos 5/13",,0.33,,,,,,,
Q1009-C10,879605380.0,5.0,152.94734,29.71674,1141.85,577.25,C10,Q1009,25.38,,,no,3.1402,3.1362,3.1357,GAL,,Q1009-C10,3.1357,0.73,"on kcwi cube q1009-C9; m1_H,K; nz; m11; extended Lya",,2.31,,,,,,,
Q1009-C100,499088190.0,4.0,152.984853,29.664654,256.81,1135.5,C100,Q1009,25.39,,,no,-1.0,-1.0,2.9082,GAL,,Q1009-C100,2.9082,0.39,"m2_K,H",,2.91,,,,,,,
Q1009-C16,4619761200.0,14.0,152.95915,29.70533,948.07,752.79,C16,Q1009,24.64,,,no,3.3068,3.3,3.3032,GAL,,Q1009-C16,3.3032,0.79,"m2_K,H; L3; L1; nz; from L1 b+r spec",,2.9,,,,,,,
Q1009-C17,8134178800.0,5.0,152.96431,29.72065,1208.93,828.89,C17,Q1009,24.66,,,no,-1.0,-1.0,3.1318,GAL,,Q1009-C17,3.1318,0.5,"m1_H,K; zneb msfr 5/2014",,2.98,,,,,,,
Q1009-C18,3629680900.0,57.0,152.96757,29.70796,993.11,877.64,C18,Q1009,24.14,,,no,-2.0,3.0965,3.0959,GAL,,Q1009-C18,3.0959,1.0,"sg2_2024A K,H,J; m2_K,H; 2nd object with line at same posn as Hb @z=3.0959; L3; nz; m10; strong abs",,2.79,,,,,,,
Q1009-C26,9762892800.0,12.0,152.99193,29.68314,571.62,1239.91,C26,Q1009,23.81,,,no,3.069,3.064,3.0648,GAL,,Q1009-C26,3.0648,0.44,"L1;  m1_K; m6,m7; zneb mos 5/13",,3.49,,,,,,,
Q1009-C27,6530397700.0,4.0,152.99219,29.72725,1322.21,1242.27,C27,Q1009,25.07,,,no,2.656,-2.0,-1.0,GAL,,Q1009-C27,2.656,0.65,nz;  m8; aka nb4332,,2.5,,,,,,,
Q1009-C28,8104581600.0,6.0,152.99613,29.68609,621.97,1302.14,C28,Q1009,24.61,,,no,3.043,3.039,3.0397,GAL,,Q1009-C28,3.0397,0.18,"sg2_2024A K,H,J; J has O2 obliterated by sky lines; m2_K,H; L3; weak abs",,3.35,,,,,,,
Q1009-C29,923929410.0,14.0,152.99638,29.72415,1269.62,1304.53,C29,Q1009,24.85,,,no,3.142,-2.0,3.1367,GAL,,Q1009-C29,3.1367,0.7,"sg_H,K nothing; m1_H,K; nz; m7; Lya nearly off blue side",,2.45,,,,,,,
Q1009-C30,1201688400.0,23.0,152.99933,29.70781,991.68,1348.87,C30,Q1009,24.68,,,no,-2.0,2.5014,2.5037,GAL,,Q1009-C30,2.5037,0.86,L1;  nz; z from Dec06 L1; zneb msfr2H 6/13 O3,,2.48,,,,,,,
Q1009-C31,263599580.0,5.0,153.00498,29.71152,1055.03,1432.56,C31,Q1009,25.25,,,no,3.0422,-2.0,3.0402,GAL,,Q1009-C31,3.0402,0.24,L3;  L1; m1_K; nz; z from L1; poss NV emission,,2.83,,,,,,,
Q1009-C35,25647774000.0,12.0,153.01373,29.69933,847.94,1562.84,C35,Q1009,24.13,,,no,3.0695,3.0635,3.0642,GAL,,Q1009-C35,3.0642,0.89,"m1_K; nz; m8, N4; z from N4; v. close to C36;zneb mos 5/13",,2.61,,,,,,,
Q1009-C36,5657226800.0,14.0,153.01643,29.69791,823.88,1602.95,C36,Q1009,24.1,,,no,3.0687,3.061,3.0642,GAL,,Q1009-C36,3.0642,1.04,"m2_K,H; L3; L1; m1_K; nz; m6,m7,L1[ap1]; zneb msfr2H 6/13, from O2 doublet",,2.7,,,,,,,
Q1009-C37,1353849000.0,21.0,153.01943,29.73182,1401.02,1646.18,C37,Q1009,24.8,,,no,-2.0,2.957,-2.0,GAL,,Q1009-C37,2.957,0.11,sg_H;K nz; m11; z not precise,,3.09,,,,,,,
Q1009-C39,15996156000.0,8.0,153.02161,29.72861,1346.49,1678.64,C39,Q1009,24.23,,,no,3.1435,-2.0,3.1382,GAL,,Q1009-C39,3.1382,0.49,"new zneb, suggests Lya is wrong; O2 probably there, but not sig. etected; sg_H;K nz;",,2.59,,,,,,,
Q1009-C41,1716091500.0,13.0,153.02477,29.69529,779.64,1726.81,C41,Q1009,24.18,,,no,3.643,-2.0,3.6372,GAL,,Q1009-C41,3.6372,0.79,"L1[ap2], composite spectrum, most of light is from higher z; zneb msfr 5/2014; at different z,",,2.86,,,,,,,
Q1009-C43,10667949000.0,13.0,153.02963,29.70277,907.12,1798.63,C43,Q1009,24.7,,,no,-2.0,3.033,3.0308,GAL,,Q1009-C43,3.0308,0.82,"m2_K,H; L3; zneb msfr 5/2014; nz; m10,m11; z fom m11",,2.44,,,,,,,
Q1009-C46,528564380.0,4.0,153.04516,29.70032,866.09,2029.16,C46,Q1009,24.43,,,no,-2.0,3.061,3.064,GAL,,Q1009-C46,3.064,0.65,"m2_K,H; L3; L1;m1_K; m6,m11; z from m11,L1; msfr2H 6/13",,2.82,,,,,,,
Q1009-C6,905371970.0,7.0,152.9282,29.69173,715.71,293.91,C6,Q1009,24.7,,,no,-2.0,-2.0,2.953,GAL,,Q1009-C6,2.953,0.31,L3;  zneb msfr 4/2014,,3.09,,,,,,,
Q1009-C62,449752100.0,2.0,152.933806,29.687384,641.92,377.21,C62,Q1009,25.81,,,no,3.0559,3.054,3.0557,GAL,,Q1009-C62,3.0557,0.23,"m2_K,H,H; L3",,2.78,,,,,,,
Q1009-C64,498341180.0,6.0,152.943655,29.659024,159.63,524.13,C64,Q1009,25.92,,,no,3.041,-2.0,-2.0,GAL,,Q1009-C64,3.041,0.7,"m2_K,H; L3; approx z",,2.29,,,,,,,
Q1009-C7,15062440000.0,9.0,152.9288,29.68456,593.72,302.99,C7,Q1009,24.65,,,no,-2.0,2.776,-1.0,GAL,,Q1009-C7,2.776,0.76,L1;  nz,,2.61,,,,,,,
Q1009-C70,2790550800.0,3.0,152.956783,29.663376,234.11,718.88,C70,Q1009,25.59,,,no,-2.0,-2.0,3.2044,GAL,,Q1009-C70,3.2044,0.77,"m2_K,H; L3 (lris needs red side)",,2.37,,,,,,,
Q1009-C77,3618439700.0,2.0,153.038294,29.717191,1152.87,1926.59,C77,Q1009,25.85,,,no,3.1584,-2.0,-1.0,GAL,,Q1009-C77,3.1584,-0.04,L3,,2.97,,,,,,,
Q1009-C8,1577821400.0,3.0,152.93424,29.71939,1186.55,382.83,C8,Q1009,25.15,,,no,-2.0,-2.0,3.0277,GAL,,Q1009-C8,3.0277,0.68,"m1_H,K; nz; m11[ap1] removed z 2/2/2011; [ap2] maybe z=0.324",,2.41,,,,,,,
Q1009-C84,8253714900.0,5.0,152.964903,29.662221,214.71,839.44,C84,Q1009,25.55,,,no,-1.0,-1.0,3.2344,GAL,,Q1009-C84,3.2344,0.87,"m2_K,H;",,2.51,,,,,,,
Q1009-C87,93134905000.0,37.0,153.024674,29.685637,615.38,1725.76,C87,Q1009,25.83,,,no,2.5086,-2.0,2.4987,GAL,,Q1009-C87,2.4987,0.46,"m2_K,H; L3",,2.55,,,,,,,
Q1009-C9,9952082900.0,12.0,152.94366,29.71588,1127.11,522.67,C9,Q1009,23.61,,,no,3.2156,-2.0,3.2116,GAL,,Q1009-C9,3.2116,0.11,"kcwi cube q1009-C9; m1_H,K; zneb msfr 5/2014; 2/15; note is on RK105's slit; nz; m6+m7; v. strong em; also on N6, double Lyaline; msfr2H 6/13",,3.67,,,,,,,
Q1009-C9-CS4,1235919900.0,24.0,152.945816,29.718412,1170.67,555.75,CS4,Q1009,25.31,,,no,0.449,0.449,-1.0,GAL,,Q1009-C9-CS4,0.449,0.36,"new ID [OII], FeII*; q1009-C9 kcwi cube",,0.11,,,,,,,
Q1009-C92,543402300.0,10.0,153.012414,29.674898,432.15,1544.21,C92,Q1009,25.84,,,no,-1.0,-1.0,3.2171,GAL,,Q1009-C92,3.2171,0.51,"m2_K,H;",,2.48,,,,,,,
Q1009-C95,3934571300.0,1.0,152.999257,29.710363,1035.13,1347.7,C95,Q1009,25.82,,,no,2.9614,-2.0,-1.0,GAL,,Q1009-C95,2.9614,0.28,L3,,2.69,,,,,,,
Q1009-D11,37939077000.0,151.0,152.97925,29.7137,1091.18,1050.75,D11,Q1009,21.74,,,yes,3.247,3.247,3.2487,QSO,,Q1009-D11,3.2487,0.48,"sg_H;K m1_H,K; msfr3K; on mult, m5,m6,m7,m11;N2; LLS at z=3.192",,3.47,,,,,,,
Q1009-D12,813279940.0,16.0,152.98582,29.69676,803.16,1148.79,D12,Q1009,24.37,,,yes,-2.0,2.909,2.9103,GAL,,Q1009-D12,2.9103,0.4,"L1;  m1_K; nz; m5,m6,m7,m9,L1/ap1,N4; intv system z=2.651",,2.22,,,,,,,
Q1009-D14,354761180.0,7.0,152.98803,29.69601,790.48,1181.6,D14,Q1009,24.65,,,yes,3.308,-2.0,3.3051,GAL,,Q1009-D14,3.3051,0.6,"m2_K,H; L3; lris z approx; zneb only, mos 5/13,m8,m11; not sure",,2.34,,,,,,,
Q1009-D15,3154817500.0,2.0,152.9947,29.70291,908.13,1280.34,D15,Q1009,25.16,,,yes,3.106,-2.0,-1.0,GAL,,Q1009-D15,3.106,0.43,,,1.93,,,,,,,
Q1009-D16,1970816900.0,1.0,153.00472,29.66068,189.92,1430.53,D16,Q1009,25.48,,,yes,2.6445,-2.0,-1.0,GAL,,Q1009-D16,2.6445,0.03,nz;  observed as NB3787 on N3,,1.72,,,,,,,
Q1009-D17,15302070000.0,30.0,153.01466,29.6639,245.1,1577.96,D17,Q1009,23.61,,,yes,3.219,3.215,3.219,GAL,,Q1009-D17,3.219,0.6,"m1_H,K; nz; m7,L1",,3.27,,,,,,,
Q1009-D18,4822242800.0,3.0,153.01696,29.67147,374.0,1611.81,D18,Q1009,25.33,,,yes,3.031,-2.0,-1.0,GAL,,Q1009-D18,3.031,0.36,nz;  N1,,1.89,,,,,,,
